,ementa,tema_resposta_modelo,probabilidade_predicao,tema_correto,modelo_acertou
107,"Dispõe sobre a não participação do Brasil na Reunião da ALCA, no próximo mês de abril, na cidade de Quebec-Canadá.",Direitos Humanos e Minorias,0.8228571428571427,Direitos Humanos e Minorias,Sim
108,"Altera a Lei nº 12.799 de 10 de abril de 2013, que dispõe sobre a isenção de pagamento de taxas para inscrição em processos seletivos de ingresso nos cursos das instituições federais de educação superior.",Direitos Humanos e Minorias,0.4958333333333333,Direitos Humanos e Minorias,Sim
109,"Isenta do pagamento de IPVA os veículos de propriedade  das instituições filantrópicas, creches, asilos, orfanatos, reconhecidos como de utilidade pública.",Direitos Humanos e Minorias,0.3425,Direitos Humanos e Minorias,Sim
110,"Acrescenta parágrafo único ao art. 30 da Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para priorizar a matrícula em creches públicas para filhos e dependentes da mulher que trabalha.",Direitos Humanos e Minorias,0.5483333333333333,Direitos Humanos e Minorias,Sim
111,Dispõe sobre a responsabilidade dos fabricantes e importadores de pilhas e baterias pelo recolhimento e aproveitamento desses produtos após o uso pelo consumidor e dá outras providências.,Direitos Humanos e Minorias,0.56,"Arte, Cultura e Religião",Não
112,"Altera a Lei nº 10.826, de 22 de dezembro de 2003 (""Estatuto do Desarmamento""), para tornar obrigatória a inserção de um circuito eletrônico integrado (""chip"") de identificação em todas as armas de fogo comercializadas ou fabricadas no Brasil.",Direito Penal e Processual Penal,0.98,Direito Penal e Processual Penal,Sim
113,"APROVA O TEXTO DO ACORDO DE COOPERAÇÃO NA AREA DE TURISMO, CELEBRADO ENTRE O GOVERNO DA REPUBLICA FEDERATIVA DO BRASIL E O GOVERNO DA REPUBLICA DA HUNGRIA, EM BRASILIA, EM 03 DE ABRIL DE 1997.",Direitos Humanos e Minorias,0.8,Direitos Humanos e Minorias,Sim
114,"PROIBE A EXIBIÇÃO, EM PROGRAMA DE CENSURA LIVRE, DE JORNAIS OU COMPLEMENTOS CINEMATOGRAFICOS QUE APRESENTEM CENAS DE VIOLENCIA, GUERRA OU DE MULHERES EM TRAJES SUMARIOS OU EM ATITUDES EROTICAS.",Direitos Humanos e Minorias,0.655,Direitos Humanos e Minorias,Sim
115,"Altera a redação dos arts. 1.122 e 1.124-A da Lei n° 5.869, de 11 de janeiro de 1973, o Código de Processo Civil, e dá outras providências.",Direitos Humanos e Minorias,0.7270833333333334,Direitos Humanos e Minorias,Sim
116,Institui o parto anônimo,Direitos Humanos e Minorias,0.835,Direitos Humanos e Minorias,Sim
117,"Suprime o artigo 3º do Decreto Legislativo nº 7, de 1995.",Direitos Humanos e Minorias,0.795,Direitos Humanos e Minorias,Sim
118,"Altera a Lei nº 7.998, de 11 de janeiro de 1990 e a Lei nº 8.900, de 30 de junho de 1994 e dá outras providências.",Previdência e Assistência Social,0.645,Previdência e Assistência Social,Sim
119,"DISPÕE SOBRE A DIVULGAÇÃO, PELAS EMISSORAS DE RADIODIFUSÃO SONORA, DE MENSAGENS EDUCATIVAS PARA PREVENÇÃO DE MAUS-TRATOS A CRIANÇAS.",Direitos Humanos e Minorias,0.5545238095238095,Saúde,Não
120,"Altera dispositivo da Lei nº 8.213, de 24 de julho de 1991, que trata da concessão de salário-maternidade e dá outras providências.",Trabalho e Emprego,0.48083333333333333,Direitos Humanos e Minorias,Não
121,"Altera dispositivo da Lei nº 8.213, de 24 de julho de 1991, que trata da concessão de salário-maternidade e dá outras providências.",Trabalho e Emprego,0.48083333333333333,Direitos Humanos e Minorias,Não
122,"Altera dispositivo da Lei nº 8.213, de 24 de julho de 1991, que trata da concessão de salário-maternidade e dá outras providências.",Trabalho e Emprego,0.48083333333333333,Direitos Humanos e Minorias,Não
123,"Altera dispositivo da Lei nº 8.213, de 24 de julho de 1991, que trata da concessão de salário-maternidade e dá outras providências.",Trabalho e Emprego,0.48083333333333333,Direitos Humanos e Minorias,Não
124,ESTENDE AOS SERVIDORES DA SUCAM O DIREITO A APOSENTADORIA ESPECIAL AOS 25 (VINTE E CINCO ANOS) DE SERVIÇO.,Trabalho e Emprego,0.9733333333333334,Trabalho e Emprego,Sim
125,"Acrescenta parágrafo ao art. 473 da Consolidação das Leis do Trabalho - CLT, para dispor sobre a extensão da licença maternidade aos pais, em caso de falecimento da mãe durante o parto.",Direitos Humanos e Minorias,0.89,Saúde,Não
126,"Altera a Tabela de Valores da Taxa de Fiscalização da Instalação por Estação, constante no Anexo I da Lei nº 5.070, de 07 de julho de 1966, a Tabela de Valores da Contribuição para o Fomento da Radiodifusão Pública, constante do Anexo da Lei nº 11.625, de 07 e abril de 2008, e a Desenvolvimento da Indústria Cinematográfica Nacional, constante do Anexo I da Medida Provisória nº 2.228-1, de 06 de setembro de 2001.","Arte, Cultura e Religião",0.7,"Arte, Cultura e Religião",Sim
127,"Altera a Tabela de Valores da Taxa de Fiscalização da Instalação por Estação, constante no Anexo I da Lei nº 5.070, de 07 de julho de 1966, a Tabela de Valores da Contribuição para o Fomento da Radiodifusão Pública, constante do Anexo da Lei nº 11.625, de 07 e abril de 2008, e a Desenvolvimento da Indústria Cinematográfica Nacional, constante do Anexo I da Medida Provisória nº 2.228-1, de 06 de setembro de 2001.","Arte, Cultura e Religião",0.7,"Arte, Cultura e Religião",Sim
128,"Altera a Tabela de Valores da Taxa de Fiscalização da Instalação por Estação, constante no Anexo I da Lei nº 5.070, de 07 de julho de 1966, a Tabela de Valores da Contribuição para o Fomento da Radiodifusão Pública, constante do Anexo da Lei nº 11.625, de 07 e abril de 2008, e a Desenvolvimento da Indústria Cinematográfica Nacional, constante do Anexo I da Medida Provisória nº 2.228-1, de 06 de setembro de 2001.","Arte, Cultura e Religião",0.7,"Arte, Cultura e Religião",Sim
129,"Altera a Tabela de Valores da Taxa de Fiscalização da Instalação por Estação, constante no Anexo I da Lei nº 5.070, de 07 de julho de 1966, a Tabela de Valores da Contribuição para o Fomento da Radiodifusão Pública, constante do Anexo da Lei nº 11.625, de 07 e abril de 2008, e a Desenvolvimento da Indústria Cinematográfica Nacional, constante do Anexo I da Medida Provisória nº 2.228-1, de 06 de setembro de 2001.","Arte, Cultura e Religião",0.7,"Arte, Cultura e Religião",Sim
130,DETERMINA AO TRIBUNAL SUPERIOR ELEITORAL A REALIZAÇÃO DE CONSULTA PLEBISCITARIA.,Direitos Humanos e Minorias,0.765,Direitos Humanos e Minorias,Sim
131,Estimula a indústria de bebidas alcoólicas a promover programas de tratamento do alcoólatra.,Saúde,0.79,Saúde,Sim
132,"Dispõe sobre a gratuidade dos exames de mamografia, senografia ou mastografia nas unidades públicas do Sistema Único de Saúde ou conveniadas, e dá outras providências.",Direitos Humanos e Minorias,0.87,Direitos Humanos e Minorias,Sim
133,"Veda a abertura de conta corrente para recebimento de salário, aposentadoria ou pensão, em instituição financeira previamente escolhida sem anuência dos empregados ou servidores públicos, e dá outras providências.",Trabalho e Emprego,0.77,Trabalho e Emprego,Sim
134,"Estende o direito à licença-gestante a quem detiver a guarda de criança, no caso de morte da genitora.",Direitos Humanos e Minorias,0.77,Direitos Humanos e Minorias,Sim
135,"Estende o direito à licença-gestante a quem detiver a guarda de criança, no caso de morte da genitora.",Direitos Humanos e Minorias,0.77,Direitos Humanos e Minorias,Sim
136,"Estende o direito à licença-gestante a quem detiver a guarda de criança, no caso de morte da genitora.",Direitos Humanos e Minorias,0.77,Direitos Humanos e Minorias,Sim
137,"Estende o direito à licença-gestante a quem detiver a guarda de criança, no caso de morte da genitora.",Direitos Humanos e Minorias,0.77,Direitos Humanos e Minorias,Sim
138,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para conceder o porte de arma de fogo aos Defensores Públicos.",Direito Penal e Processual Penal,0.995,Direito Penal e Processual Penal,Sim
139,INSTITUI O DIA DA MÃE PRETA.,Direitos Humanos e Minorias,0.815,Direitos Humanos e Minorias,Sim
140,"AUTORIZA O PODER EXECUTIVO A ABRIR PELO MINISTERIO DA EDUCAÇÃO E SAUDE O CREDITO ESPECIAL DE Cr$ 100.000,00 COMO AUXILIO A ASSOCIAÇÃO FEMININA SANTISTA, DE SANTOS, ESTADO DE SÃO PAULO.",Direitos Humanos e Minorias,0.905,Direitos Humanos e Minorias,Sim
141,REGULAMENTA O PARAGRAFO QUARTO DO ARTIGO 225 DA CONSTITUIÇÃO FEDERAL.,Direitos Humanos e Minorias,0.8125,Direitos Humanos e Minorias,Sim
142,DISPÕE SOBRE PREVIA AUTORIZAÇÃO LEGISLATIVA PARA A CONSTRUÇÃO DE BARRAGENS.,Direitos Humanos e Minorias,0.7578571428571428,Direitos Humanos e Minorias,Sim
143,"DISPÕE SOBRE A CONCESSÃO DE ADICIONAL DE INSALUBRIDADE E APOSENTADORIA ESPECIAL AOS TRABALHADORES DE EMPRESAS METALURGICAS, DE MECANICA, DE MATERIAIS ELETRICOS E DE REPARAÇÃO DE VEICULOS E MAQUINAS AGRICOLAS.",Trabalho e Emprego,0.8733333333333333,Trabalho e Emprego,Sim
144,CONCEDE EXCLUSIVIDADE DAS OPERAÇÕES DE SEGUROS DE ACIDENTES DE TRABALHO AOS INSTITUTOS DE APOSENTADORIA E PENSÕES E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,0.9875,Trabalho e Emprego,Sim
145,"ALTERA A REDAÇÃO DO ARTIGO QUINTO DA LEI Nº 6.210, DE 04 DE JUNHO DE 1975, PARA CONCEDER AO SEGURADO DO SEXO FEMININO QUE CONTINUAR EM ATIVIDADE APOS 25 (VINTE E CINCO ANOS) DE SERVIÇO OS DIREITOS ASSEGURADOS AO SEGURADO DO SEXO MASCULINO, E DA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.455,Direitos Humanos e Minorias,Não
146,"ALTERA O DECRETO-LEI 1910, DE 29 DE DEZEMBRO DE 1981, PARA EXTINGUIR A CONTRIBUIÇÃO PREVIDENCIARIA DOS APOSENTADOS E PENSIONISTAS.",Trabalho e Emprego,0.92,Trabalho e Emprego,Sim
147,"ALTERA A REDAÇÃO DO ARTIGO QUARTO DA LEI 6932, DE 07 DE JULHO DE 1981, QUE DISPÕE SOBRE AS ATIVIDADES DO MEDICO RESIDENTE E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.41100000000000003,Direitos Humanos e Minorias,Sim
148,"Define os objetivos, métodos e modalidades da participação do governo brasileiro em negociações comerciais multilaterais, regionais ou bilaterais.",Direitos Humanos e Minorias,0.6625,Direitos Humanos e Minorias,Sim
149,"DISPÕE SOBRE A SEGURIDADE SOCIAL DOS SERVIDORES PUBLICOS CIVIS FEDERAIS ATIVOS, INATIVOS, E SEUS FAMILIARES, BEM COMO DOS PENSIONISTAS DE QUE TRATA A LEI Nº 8.112, DE 11 DE DEZEMBRO DE 1990, E DA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.625,Cidades e Desenvolvimento Urbano,Não
150,"AUTORIZA O PODER EXECUTIVO A ABRIR CREDITO ESPECIAL DE Cr$ 10.000.000,00 PELO MINISTERIO DA SAUDE, PARA A CONSTRUÇÃO DA MATERNIDADE DA MÃE POBRE, EM TERESINA, ESTADO DO PIAUI.",Direitos Humanos e Minorias,0.95,Direitos Humanos e Minorias,Sim
151,"INCLUI INCISO NO PARAGRAFO PRIMEIRO DO ARTIGO 166 DA CONSTITUIÇÃO FEDERAL, SUPRIMINDO-SE OS PARAGRAFOS SEGUNDO, TERCEIRO E QUARTO DO REFERIDO ARTIGO, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.47,Direitos Humanos e Minorias,Sim
152,"Altera a Lei nº 8.213 de 24 de julho de 1991, para estabelecer adicional de tempo de serviço para o trabalhador com deficiência que requer aposentadoria, vinculada ao RGPS - Regime Geral de Previdência Social.",Trabalho e Emprego,0.715,Trabalho e Emprego,Sim
153,"Altera a Lei nº 8.213 de 24 de julho de 1991, para estabelecer adicional de tempo de serviço para o trabalhador com deficiência que requer aposentadoria, vinculada ao RGPS - Regime Geral de Previdência Social.",Trabalho e Emprego,0.715,Trabalho e Emprego,Sim
154,"Altera a Lei nº 8.213 de 24 de julho de 1991, para estabelecer adicional de tempo de serviço para o trabalhador com deficiência que requer aposentadoria, vinculada ao RGPS - Regime Geral de Previdência Social.",Trabalho e Emprego,0.715,Trabalho e Emprego,Sim
155,"Altera a Lei nº 8.213 de 24 de julho de 1991, para estabelecer adicional de tempo de serviço para o trabalhador com deficiência que requer aposentadoria, vinculada ao RGPS - Regime Geral de Previdência Social.",Trabalho e Emprego,0.715,Trabalho e Emprego,Sim
156,"Altera a Lei nº 7.827, de 27 de setembro de 1989, e dá outras providências.",Direitos Humanos e Minorias,0.845,"Agricultura, Pecuária, Pesca e Extrativismo",Não
157,DISPÕE SOBRE O SISTEMA PREVIDENCIARIO DOS SERVIDORES MUNICIPAIS.,Trabalho e Emprego,0.9233333333333333,Trabalho e Emprego,Sim
158,"Altera a Lei nº 10.836, de 9 de janeiro de 2004, que ""Cria o Programa Bolsa Família e dá outras providências"", para dispor sobre sanções administrativas e políticas aplicáveis aos agentes públicos que cometerem os ilícitos que especifica.",Direitos Humanos e Minorias,0.895,Direitos Humanos e Minorias,Sim
159,"DISPÕE SOBRE A PRORROGAÇÃO DO PRAZO ESTABELECIDO NO ARTIGO 32 DA LEI 8490, DE 19 DE NOVEMBRO DE 1992, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.4843333333333334,Direitos Humanos e Minorias,Sim
160,"Modifica dispositivos da Lei nº 7.210, de 11 de julho de 1984, que institui a Lei de Execução Penal.",Direito Penal e Processual Penal,0.425,Direitos Humanos e Minorias,Não
161,"ALTERA O ARTIGO NONO DA LEI COMPLEMENTAR 11, DE 25 DE MAIO DE 1971 (INSTITUI O PROGRAMA DE ASSISTENCIA AO TRABALHADOR RURAL), E DA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.695,Previdência e Assistência Social,Não
162,Cria obrigações a quem recebe recursos públicos e dá outras providências.,Direitos Humanos e Minorias,0.835,Direitos Humanos e Minorias,Sim
163,"Altera a redação do art. 16, da Lei nº 10.826, de 2003, tipificando penalmente a posse e o porte desautorizado de produtos controlados.",Direito Penal e Processual Penal,0.96625,Direito Penal e Processual Penal,Sim
164,"Altera a redação do art. 16, da Lei nº 10.826, de 2003, tipificando penalmente a posse e o porte desautorizado de produtos controlados.",Direito Penal e Processual Penal,0.96625,Direito Penal e Processual Penal,Sim
165,"Altera a redação do art. 16, da Lei nº 10.826, de 2003, tipificando penalmente a posse e o porte desautorizado de produtos controlados.",Direito Penal e Processual Penal,0.96625,Direito Penal e Processual Penal,Sim
166,"Altera a redação do art. 16, da Lei nº 10.826, de 2003, tipificando penalmente a posse e o porte desautorizado de produtos controlados.",Direito Penal e Processual Penal,0.96625,Direito Penal e Processual Penal,Sim
167,Dispõe sobre a criação do Fundo Nacional de Apoio às Micro e Pequenas Empresárias Rurais e dá outras providências.,Direitos Humanos e Minorias,0.675,Direitos Humanos e Minorias,Sim
168,"ALTERA A LEI COMPLEMENTAR 11, DE 25 DE MAIO DE 1971, PARA ELEVAR, AO NIVEL DO SALARIO-MINIMO, TODOS OS VALORES DE BENEFICIOS DA PREVIDENCIA SOCIAL RURAL.",Trabalho e Emprego,0.8103571428571429,Trabalho e Emprego,Sim
169,Obriga a que os alimentos industrializados destinados a crianças recém-nascidas ou com até dois anos de idade sejam exclusivamente produzidos com matéria-prima orgânica.,Saúde,0.71,Saúde,Sim
170,DEFINE OS CRIMES RESULTANTES DE PRECONCEITO DE RAÇA OU DE COR.,Direitos Humanos e Minorias,0.83,Direitos Humanos e Minorias,Sim
171,Projeto de lei que dispõe sobre o direito ao acesso a medicamentos gratuitos para os portadores de HIV/AIDS comprovadamente necessitados e dá outras providências.,Saúde,0.475,Saúde,Sim
172,"ALTERA A LEI COMPLEMENTAR 11, DE 25 DE MAIO DE 1971, CRIANDO NOVOS BENEFICIOS NO AMBITO DA PREVIDENCIA SOCIAL RURAL.",Trabalho e Emprego,0.5195238095238095,Cidades e Desenvolvimento Urbano,Não
173,"Acrescenta § 5º ao art. 60 da Lei nº 8.213, de 24 de julho de 1991, que ""dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências"", para estabelecer a vedação de alta programada durante o período de concessão do auxílio-doença.",Previdência e Assistência Social,0.7245909090909091,Previdência e Assistência Social,Sim
174,Dispõe sobre condições de saque dos  créditos de complementos de atualização monetária em contas vinculadas do Fundo de Garantia do Tempo de Serviço - FGTS.,Trabalho e Emprego,0.61,Saúde,Não
175,"DISPÕE SOBRE A INSTITUIÇÃO DE COTA MINIMA PARA OS SETORES ETNO-RACIAIS, SOCIALMENTE DISCRIMINADOS EM INSTITUIÇÕES DE ENSINO SUPERIOR.",Direitos Humanos e Minorias,0.645,Direitos Humanos e Minorias,Sim
176,INCLUI O MARIDO ENTRE OS BENEFICIARIOS DA PENSÃO POR MORTE DA ESPOSA SEGURADA DA PREVIDENCIA SOCIAL.,Trabalho e Emprego,0.4725000000000001,Direitos Humanos e Minorias,Não
177,Estabelece normas para o processo de execução dos programas nacionais do livro didático e biblioteca da escola e dá outras providências.,Direitos Humanos e Minorias,0.718,Direitos Humanos e Minorias,Sim
178,"ACRESCENTA DISPOSITIVO A LEI 5890, DE 8 DE JUNHO DE 1973, NA PARTE EM QUE ESTA DISCIPLINADA A APOSENTADORIA ESPECIAL.",Trabalho e Emprego,0.82,Trabalho e Emprego,Sim
179,"Altera dispositivos da Lei nº 8.315, de 23 de dezembro de 1991 e dá outras providências.",Educação,0.675,Educação,Sim
180,"ESTABELECE IGUALDADE DE DIREITOS ENTRE O HOMEM E A MULHER, ALTERANDO TODOS OS DISPOSITIVOS DO CODIGO CIVIL, QUE DISCRIMINAM A MULHER.",Direitos Humanos e Minorias,0.925,Direito Civil e Processual Civil,Não
181,"DISPÕE SOBRE A INVIOLABILIDADE DO DIREITO A VIDA, DEFINE A EUTANASIA E A INTERRUPÇÃO VOLUNTARIA DA GRAVIDEZ COMO CRIMES HEDIONDOS, EM QUALQUER CASO, BEM COMO A INTERPRETAÇÃO DO PARAGRAFO SETIMO DO ARTIGO 226 DA CONSTITUIÇÃO FEDERAL, E DA OUTRAS PROVIDENCIAS.",Cidades e Desenvolvimento Urbano,0.475,Cidades e Desenvolvimento Urbano,Sim
182,"ASSEGURA AOS JUIZES ELEITORAIS, PARA OS FINS DE APOSENTADORIA, A CONTAGEM EM DOBRO DOS PERIODOS DE FERIAS NÃO GOZADAS EM VIRTUDE DE SERVIÇO ELEITORAL, E DA OUTRAS PROVIDENCIAS.",Trabalho e Emprego,0.8502500000000001,Trabalho e Emprego,Sim
183,AUTORIZA A PROPAGANDA COMERCIAL NOS VOLANTES DA LOTO E DA LOTERIA ESPORTIVA.,Direitos Humanos e Minorias,0.54,Direitos Humanos e Minorias,Sim
184,"CONCEDE A PENSÃO ESPECIAL DE Cr$ 4.875,00 A RESOLINA COELHO, VIUVA DO ARTIFICE APOSENTADO DO ARSENAL DE GUERRA, DOMINGOS MANOEL COELHO.",Trabalho e Emprego,0.525,Trabalho e Emprego,Sim
185,"ALTERA A REDAÇÃO DO ITEM II DO ARTIGO TERCEIRO DA LEI 5890, DE 08 DE JUNHO DE 1973 (ALTERA A LEGISLAÇÃO DA PREVIDENCIA SOCIAL), DISPONDO SOBRE O CALCULO DO VALOR DA APOSENTADORIA DO SEGURADO DA PREVIDENCIA SOCIAL.",Trabalho e Emprego,0.66,Trabalho e Emprego,Sim
186,"Dispõe sobre as condições de liquidação das dívidas dos beneficiários do programa de reforma agrária junto ao Crédito Instalação aos assentados, e dá outras providências.","Agricultura, Pecuária, Pesca e Extrativismo",0.615,"Agricultura, Pecuária, Pesca e Extrativismo",Sim
187,"Revoga dispositivos da Lei nº 10.826, de 22 de dezembro de  2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas-Sinarm, define crimes e dá outras providências.",Direito Penal e Processual Penal,0.995,Direito Penal e Processual Penal,Sim
188,"Altera dispositivos do Decreto-Lei nº 2.848, de 7 de dezembro de 1940  - Código Penal, em especial do seu Título VI.",Saúde,0.52,Direito Penal e Processual Penal,Não
189,"Acrescenta § 5º ao art. 15 da Lei nº 10.741, de 1º de outubro de 2003, Estatuto do Idoso, para permitir que as entidades de longa permanência para idosos possam celebrar convênios com o Sistema Único de Saúde.",Direitos Humanos e Minorias,0.7075,Relações Internacionais e Comércio Exterior,Não
190,ESTABELECE CRITERIO PARA REAJUSTAMENTO DAS PRESTAÇÕES RELATIVAS A CASA PROPRIA.,Trabalho e Emprego,0.53,Trabalho e Emprego,Sim
191,Dispõe sobre a cobrança da taxa de estacionamento em estabelecimentos comerciais e de serviços.,Direitos Humanos e Minorias,0.3941666666666667,Direitos Humanos e Minorias,Sim
192,"Dispõe sobre os fundos de índice de renda fixa; sobre a responsabilidade tributária na integralização de cotas de fundos ou clubes de investimento por meio da entrega de ativos financeiros; sobre a tributação das operações de empréstimos de ativos financeiros; sobre a isenção de imposto sobre a renda na alienação de ações de empresas pequenas e médias; prorroga o prazo de que trata a Lei nº 12.431, de 24 de junho de 2011; e dá outras providências.",Trabalho e Emprego,0.47,Direitos Humanos e Minorias,Não
